45,Let's Go All the Way,Sly Fox,1986
46,I Didn't Mean to Turn You On,Robert Palmer,1986
47,Words Get in the Way,Miami Sound Machine,1986
48,Manic Monday,The Bangles,1986
49,Walk of Life,Dire Straits,1986
50,Amanda,Boston,1986
51,Two of Hearts,Stacey Q,1986
52,Crush on You,The Jets,1986
53,If You Leave,Orchestral Manoeuvres in the Dark,1986
54,Invisible Touch,Genesis,1986
55,The Sweetest Taboo,Sade,1986
56,What You Need,INXS,1986
57,Talk to Me,Stevie Nicks,1986
58,Nasty,Janet Jackson,1986
59,Take Me Home Tonight,Eddie Money,1986
60,We Don't Have to Take Our Clothes Off,Jermaine Stewart,1986
61,All Cried Out,Lisa Lisa and Cult Jam,1986
62,Your Love,The Outfield,1986
63,I'm Your Man,Wham!,1986
64,Perfect Way,Scritti Politti,1986
65,Living in America,James Brown,1986
66,R.O.C.K. in the U.S.A.,John Cougar Mellencamp,1986
67,Who's Johnny,El DeBarge,1986
68,Word Up!,Cameo,1986
69,Why Can't This Be Love,Van Halen,1986
70,Silent Running (On Dangerous Ground),Mike + The Mechanics,1986
71,Typical Male,Tina Turner,1986
72,Small Town,John Cougar Mellencamp,1986
73,Tarzan Boy,Baltimora,1986
74,All I Need Is a Miracle,Mike + The Mechanics,1986
75,Sweet Freedom,Michael McDonald,1986
76,True Blue,Madonna,1986
77,Rumors,Timex Social Club,1986
78,Life in a Northern Town,Dream Academy,1986
79,Bad Boy,Miami Sound Machine,1986
80,Sleeping Bag,ZZ Top,1986
81,Tonight She Comes,The Cars,1986
82,Love Touch,Rod Stewart,1986
83,A Love Bizarre,Sheila E.,1986
84,Throwing It All Away,Genesis,1986
85,Baby Love,Regina,1986
86,Election Day,Arcadia,1986
87,Nikita,Elton John,1986
88,Take Me Home,Phil Collins,1986
89,Walk This Way,Run–D.M.C. featuring Aerosmith,1986
90,Sweet Love,Anita Baker,1986
91,Your Wildest Dreams,Moody Blues,1986
92,Spies Like Us,Paul McCartney,1986
93,Object of My Desire,Starpoint,1986
94,Dreamtime,Daryl Hall,1986
95,Tender Love,Force MDs,1986
96,King for a Day,Thompson Twins,1986
97,Love Will Conquer All,Lionel Richie,1986
98,A Different Corner,George Michael,1986
99,I'll Be Over You,Toto,1986
100,Go Home,Stevie Wonder,1986
1,Walk Like An Egyptian,The Bangles,1987
2,Alone,Heart,1987
3,Shake You Down,Gregory Abbott,1987
4,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987
5,Nothing's Gonna Stop Us Now,Starship,1987
6,C'est La Vie,Robbie Nevil,1987
7,Here I Go Again,Whitesnake,1987
8,The Way It Is,Bruce Hornsby and the Range,1987
9,Shakedown,Bob Seger,1987
10,Livin' on a Prayer,Bon Jovi,1987
11,La Bamba,Los Lobos,1987
12,Everybody Have Fun Tonight,Wang Chung,1987
13,Don't Dream It's Over,Crowded House,1987
14,Always,Atlantic Starr,1987
15,With or Without You,U2,1987
16,Looking for a New Love,Jody Watley,1987
17,Head to Toe,Lisa Lisa and Cult Jam,1987
18,I Think We're Alone Now,Tiffany,1987
19,Mony Mony,Billy Idol,1987
20,At This Moment,Billy Vera and the Beaters,1987
21,The Lady in Red,Chris de Burgh,1987
22,Didn't We Almost Have It All,Whitney Houston,1987
23,I Still Haven't Found What I'm Looking For,U2,1987
24,I Want Your Sex,George Michael,1987
25,Notorious,Duran Duran,1987
26,Only in My Dreams,Debbie Gibson,1987
27,(I've Had) The Time of My Life,Bill Medley and Jennifer Warnes,1987
28,The Next Time I Fall,Peter Cetera and Amy Grant,1987
29,Lean on Me,Club Nouveau,1987
30,Open Your Heart,Madonna,1987
31,Lost in Emotion,Lisa Lisa and Cult Jam,1987
32,(I Just) Died In Your Arms,Cutting Crew,1987
33,Heart and Soul,T'Pau,1987
34,You Keep Me Hangin' On,Kim Wilde,1987
35,Keep Your Hands to Yourself,Georgia Satellites,1987
36,I Knew You Were Waiting (For Me),Aretha Franklin and George Michael,1987
37,Control,Janet Jackson,1987
38,U Got the Look,Prince,1987
39,Somewhere Out There,Linda Ronstadt and James Ingram,1987
40,Land of Confusion,Genesis,1987
41,Jacob's Ladder,Huey Lewis and the News,1987
42,Who's That Girl,Madonna,1987
43,You Got It All,The Jets,1987
44,Touch Me (I Want Your Body),Samantha Fox,1987
45,I Just Can't Stop Loving You,Michael Jackson with Siedah Garrett,1987
46,Causing a Commotion,Madonna,1987
47,In Too Deep,Genesis,1987
48,Let's Wait Awhile,Janet Jackson,1987
49,Hip to Be Square,Huey Lewis and the News,1987
50,Will You Still Love Me?,Chicago,1987
51,Little Lies,Fleetwood Mac,1987
52,Luka,Suzanne Vega,1987
53,I Heard A Rumour,Bananarama,1987
54,Don't Mean Nothing,Richard Marx,1987
55,Songbird,Kenny G,1987
56,Carrie,Europe,1987
57,Don't Disturb This Groove,The System,1987
58,La Isla Bonita,Madonna,1987
59,Bad,Michael Jackson,1987
60,Sign o' the Times,Prince,1987
61,Change of Heart,Cyndi Lauper,1987
62,Come Go with Me,Exposé,1987
63,Can't We Try,Dan Hill featuring Vonda Shepard,1987
64,To Be a Lover,Billy Idol,1987
65,Mandolin Rain,Bruce Hornsby and the Range,1987
66,Breakout,Swing Out Sister,1987
67,Stand by Me,Ben E. King,1987
68,"Tonight, Tonight, Tonight",Genesis,1987
69,Someday,Glass Tiger,1987
70,When Smokey Sings,ABC,1987
71,Casanova,LeVert,1987
72,Rhythm Is Gonna Get You,Gloria Estefan and Miami Sound Machine,1987
73,Rock Steady,The Whispers,1987
74,Wanted Dead or Alive,Bon Jovi,1987
75,Big Time,Peter Gabriel,1987
76,The Finer Things,Steve Winwood,1987
77,Let Me Be the One,Exposé,1987
78,Is This Love,Survivor,1987
79,Diamonds,Herb Alpert,1987
80,Point of No Return,Exposé,1987
81,Big Love,Fleetwood Mac,1987
82,Midnight Blue,Lou Gramm,1987
83,Something So Strong,Crowded House,1987
84,Heat of the Night,Bryan Adams,1987
85,Nothing's Gonna Change My Love for You,Glenn Medeiros,1987
86,Brilliant Disguise,Bruce Springsteen,1987
87,Just to See Her,Smokey Robinson,1987
88,Who Will You Run To,Heart,1987
89,Respect Yourself,Bruce Willis,1987
90,Cross My Broken Heart,The Jets,1987
91,Victory,Kool & the Gang,1987
92,Don't Get Me Wrong,The Pretenders,1987
93,Doing It All for My Baby,Huey Lewis and the News,1987
94,Right on Track,Breakfast Club,1987
95,Ballerina Girl,Lionel Richie,1987
96,Meet Me Half Way,Kenny Loggins,1987
97,I've Been in Love Before,Cutting Crew,1987
98,(You Gotta) Fight for Your Right (To Party!),Beastie Boys,1987
99,Funkytown,Pseudo Echo,1987
100,Love You Down,Ready for the World,1987
1,Faith,George Michael,1988
2,Need You Tonight,INXS,1988
3,Got My Mind Set on You,George Harrison,1988
4,Never Gonna Give You Up,Rick Astley,1988
5,Sweet Child o' Mine,Guns N' Roses,1988
6,So Emotional,Whitney Houston,1988
7,Heaven Is a Place on Earth,Belinda Carlisle,1988
8,Could've Been,Tiffany,1988
9,Hands to Heaven,Breathe,1988
10,Roll with It,Steve Winwood,1988
11,One More Try,George Michael,1988
12,Wishing Well,Terence Trent D'Arby,1988
13,Anything for You,Gloria Estefan and Miami Sound Machine,1988
14,The Flame,Cheap Trick,1988
15,"Get Outta My Dreams, Get into My Car",Billy Ocean,1988
16,Seasons Change,Exposé,1988
17,Is This Love,Whitesnake,1988
18,"Wild, Wild West",The Escape Club,1988
19,Pour Some Sugar on Me,Def Leppard,1988
20,I'll Always Love You,Taylor Dayne,1988
21,Man in the Mirror,Michael Jackson,1988
22,Shake Your Love,Debbie Gibson,1988
23,Simply Irresistible,Robert Palmer,1988
24,Hold On to the Nights,Richard Marx,1988
25,Hungry Eyes,Eric Carmen,1988
26,Shattered Dreams,Johnny Hates Jazz,1988
27,Father Figure,George Michael,1988
28,Naughty Girls (Need Love Too),Samantha Fox,1988
29,A Groovy Kind of Love,Phil Collins,1988
30,Love Bites,Def Leppard,1988
31,Endless Summer Nights,Richard Marx,1988
32,Foolish Beat,Debbie Gibson,1988
33,Where Do Broken Hearts Go,Whitney Houston,1988
34,Angel,Aerosmith,1988
35,A Hazy Shade of Winter,The Bangles,1988
36,The Way You Make Me Feel,Michael Jackson,1988
37,"Don't Worry, Be Happy",Bobby McFerrin,1988
38,Make Me Lose Control,Eric Carmen,1988
39,Red Red Wine,UB40,1988
40,She's Like the Wind,Patrick Swayze featuring Wendy Fraser,1988
41,Bad Medicine,Bon Jovi,1988
42,Kokomo,The Beach Boys,1988
43,I Don't Wanna Go on with You Like That,Elton John,1988
44,Together Forever,Rick Astley,1988
45,Monkey,George Michael,1988
46,Devil Inside,INXS,1988
47,Should've Known Better,Richard Marx,1988
48,I Don't Wanna Live Without Your Love,Chicago,1988
49,The Loco-Motion,Kylie Minogue,1988
50,What Have I Done to Deserve This?,Pet Shop Boys with Dusty Springfield,1988
51,Make It Real,The Jets,1988
52,What's On Your Mind (Pure Energy),Information Society,1988
53,Tell It to My Heart,Taylor Dayne,1988
54,Out of the Blue,Debbie Gibson,1988
55,Don't You Want Me,Jody Watley,1988
56,Desire,U2,1988
57,I Get Weak,Belinda Carlisle,1988
58,Sign Your Name,Terence Trent D'Arby,1988
59,I Want to Be Your Man,Roger,1988
60,Girlfriend,Pebbles,1988
61,Dirty Diana,Michael Jackson,1988
62,1-2-2003,Gloria Estefan and Miami Sound Machine,1988
63,Mercedes Boy,Pebbles,1988
64,Perfect World,Huey Lewis and the News,1988
65,New Sensation,INXS,1988
66,Catch Me (I'm Falling),Pretty Poison,1988
67,If It Isn't Love,New Edition,1988
68,Rocket 2 U,The Jets,1988
69,One Good Woman,Peter Cetera,1988
70,Don't Be Cruel,Cheap Trick,1988
71,Candle in the Wind,Elton John,1988
72,Everything Your Heart Desires,Daryl Hall & John Oates,1988
73,Say You Will,Foreigner,1988
74,I Want Her,Keith Sweat,1988
75,Pink Cadillac,Natalie Cole,1988
76,Fast Car,Tracy Chapman,1988
77,Electric Blue,Icehouse,1988
78,The Valley Road,Bruce Hornsby and the Range,1988
79,Don't Be Cruel,Bobby Brown,1988
80,Always on My Mind,Pet Shop Boys,1988
81,Piano in the Dark,Brenda Russell featuring Joe Esposito,1988
82,When It's Love,Van Halen,1988
83,Don't Shed a Tear,Paul Carrack,1988
84,We'll Be Together,Sting,1988
85,I Hate Myself for Loving You,Joan Jett and the Blackhearts,1988
86,I Don't Want to Live Without You,Foreigner,1988
87,Nite and Day,Al B. Sure!,1988
88,Don't You Know What the Night Can Do?,Steve Winwood,1988
89,One Moment in Time,Whitney Houston,1988
90,Can't Stay Away from You,Gloria Estefan and Miami Sound Machine,1988
91,Kissing a Fool,George Michael,1988
92,Cherry Bomb,John Cougar Mellencamp,1988
93,I Still Believe,Brenda K. Starr,1988
94,I Found Someone,Cher,1988
95,Never Tear Us Apart,INXS,1988
96,Valerie,Steve Winwood,1988
97,Just Like Paradise,David Lee Roth,1988
98,Nothin' but a Good Time,Poison,1988
99,Wait,White Lion,1988
100,Prove Your Love,Taylor Dayne,1988
1,Look Away,Chicago,1989
2,My Prerogative,Bobby Brown,1989
3,Every Rose Has Its Thorn,Poison,1989
4,Straight Up,Paula Abdul,1989
5,Miss You Much,Janet Jackson,1989
6,Cold Hearted,Paula Abdul,1989
7,Wind Beneath My Wings,Bette Midler,1989
8,Girl You Know It's True,Milli Vanilli,1989
9,"Baby, I Love Your Way/Freebird Medley",Will to Power,1989
10,Giving You the Best That I Got,Anita Baker,1989
11,Right Here Waiting,Richard Marx,1989
12,Waiting For a Star to Fall,Boy Meets Girl,1989
13,Lost in Your Eyes,Debbie Gibson,1989
14,Don't Wanna Lose You,Gloria Estefan,1989
15,Heaven,Warrant,1989
16,Girl I'm Gonna Miss You,Milli Vanilli,1989
17,The Look,Roxette,1989
18,She Drives Me Crazy,Fine Young Cannibals,1989
19,On Our Own,Bobby Brown,1989
20,Two Hearts,Phil Collins,1989
21,Blame It on the Rain,Milli Vanilli,1989
22,Listen to Your Heart,Roxette,1989
23,I'll Be There for You,Bon Jovi,1989
24,If You Don't Know Me by Now,Simply Red,1989
25,Like a Prayer,Madonna,1989
26,I'll Be Loving You (Forever),New Kids on the Block,1989
27,How Can I Fall?,Breathe,1989
28,Baby Don't Forget My Number,Milli Vanilli,1989
29,Toy Soldiers,Martika,1989
30,Forever Your Girl,Paula Abdul,1989
31,The Living Years,Mike + The Mechanics,1989
32,Eternal Flame,The Bangles,1989
33,Wild Thing,Tone Loc,1989
34,When I See You Smile,Bad English,1989
35,If I Could Turn Back Time,Cher,1989
36,Buffalo Stance,Neneh Cherry,1989
37,When I'm with You,Sheriff,1989
38,Don't Rush Me,Taylor Dayne,1989
39,Born to Be My Baby,Bon Jovi,1989
40,Good Thing,Fine Young Cannibals,1989
41,The Lover in Me,Sheena Easton,1989
42,Bust a Move,Young MC,1989
43,"Once Bitten, Twice Shy",Great White,1989
44,Batdance,Prince,1989
45,Rock On,Michael Damian,1989
46,Real Love,Jody Watley,1989
47,Love Shack,The B-52's,1989
48,Every Little Step,Bobby Brown,1989
49,Hangin' Tough,New Kids on the Block,1989
50,My Heart Can't Tell You No,Rod Stewart,1989
51,So Alive,Love and Rockets,1989
52,You Got It (The Right Stuff),New Kids on the Block,1989
53,Armageddon It,Def Leppard,1989
54,Satisfied,Richard Marx,1989
55,Express Yourself,Madonna,1989
56,I Like It,Dino,1989
57,Soldier of Love,Donny Osmond,1989
58,Sowing the Seeds of Love,Tears for Fears,1989
59,Cherish,Madonna,1989
60,When the Children Cry,White Lion,1989
61,18 and Life,Skid Row,1989
62,I Don't Want Your Love,Duran Duran,1989
63,Second Chance,.38 Special,1989
64,The Way You Love Me,Karyn White,1989
65,Funky Cold Medina,Tone Loc,1989
66,In Your Room,The Bangles,1989
67,Miss You Like Crazy,Natalie Cole,1989
68,Lovesong,The Cure,1989
69,Secret Rendezvous,Karyn White,1989
70,Angel Eyes,The Jeff Healey Band,1989
71,Patience,Guns N' Roses,1989
72,Walk on Water,Eddie Money,1989
73,Cover Girl,New Kids on the Block,1989
74,Welcome to the Jungle,Guns N' Roses,1989
75,Shower Me With Your Love,Surface,1989
76,Stand,R.E.M.,1989
77,Close My Eyes Forever,Lita Ford and Ozzy Osbourne,1989
78,All This Time,Tiffany,1989
79,After All,Cher and Peter Cetera,1989
80,Roni,Bobby Brown,1989
81,Love in an Elevator,Aerosmith,1989
82,Lay Your Hands on Me,Bon Jovi,1989
83,The Promise,When in Rome,1989
84,What I Am,Edie Brickell & New Bohemians,1989
85,I Remember Holding You,Boys Club,1989
86,Paradise City,Guns N' Roses,1989
87,I Wanna Have Some Fun,Samantha Fox,1989
88,She Wants to Dance with Me,Rick Astley,1989
89,Dreamin',Vanessa Williams,1989
90,It's No Crime,Babyface,1989
91,Poison,Alice Cooper,1989
92,This Time I Know It's for Real,Donna Summer,1989
93,Smooth Criminal,Michael Jackson,1989
94,Heaven Help Me,Deon Estus,1989
95,Rock Wit'cha,Bobby Brown,1989
96,Thinking of You,Sa-Fire,1989
97,What You Don't Know,Exposé,1989
98,Surrender To Me,Ann Wilson and Robin Zander,1989
99,The End of the Innocence,Don Henley,1989
100,Keep on Movin',Soul II Soul,1989
